timestamp,duration,protocol,service,flag,src_bytes,dst_bytes,count,srv_count,dst_host_count,dst_host_srv_count,src_ip,dst_ip,src_port,dst_port,label
2025-08-26 20:06:31.753234,0.23472212496232378,6,dns,SF,147.23930586262114,12.638373919005332,3,3,14,2,192.168.1.8,10.0.0.18,52963,21,Malware
2025-08-26 20:06:36.753234,0.045569444346188655,6,ssh,SF,384.7726239286076,291.3508048026065,4,2,8,9,192.168.1.11,10.0.0.3,42464,53,Normal
2025-08-26 20:06:45.753234,0.48614507873241936,17,http,SF,117.50824365207689,15.000568142976467,5,4,13,4,192.168.1.1,10.0.0.9,13578,21,Normal
2025-08-26 20:06:59.753234,0.0232427606433927,6,smtp,S3,4156.132961888438,156.83498433984056,7,1,9,6,192.168.1.23,10.0.0.6,13064,25,Normal
2025-08-26 20:07:09.753234,1.3002439018761958,17,dns,SF,25.41549813428921,798.9866482708009,4,1,6,4,192.168.1.3,10.0.0.18,50797,22,Normal
2025-08-26 20:07:22.753234,0.4438451328724534,1,https,SF,37.43845490603002,58.95937444673874,6,3,10,7,192.168.1.45,10.0.0.2,5233,53,Normal
2025-08-26 20:07:36.753234,0.06646183215176578,17,dns,S1,239.47687426874293,557.4939916660525,4,5,3,12,203.0.113.67,192.168.1.42,19475,53,Normal
2025-08-26 20:07:43.753234,0.0016612261127806425,6,dns,SH,29.629992951614142,54.0173827210819,4,4,3,6,192.168.1.43,10.0.0.4,38240,53,Normal
2025-08-26 20:07:49.753234,0.5069690332458378,6,http,SH,570.1696250863521,76.74715885901642,8,4,8,5,192.168.1.20,10.0.0.15,40776,67,Normal
2025-08-26 20:07:55.753234,0.3681287722161134,1,dhcp,SF,2056.45909979552,341.13698388427326,5,2,5,6,192.168.1.1,10.0.0.2,38637,443,Normal
2025-08-26 20:07:56.753234,0.3916988726363997,6,https,RSTR,52.49989797851065,569.4905548818214,6,1,8,5,192.168.1.13,10.0.0.8,32366,21,Normal
2025-08-26 20:08:23.753234,0.44256435781305403,6,http,SF,177.01650355904712,12.086461161945559,4,2,7,6,192.168.1.16,10.0.0.7,57508,22,Normal
2025-08-26 20:08:26.753234,0.023078779654138903,6,dns,S0,549.7173714646265,10.621136623373951,5,6,14,5,192.168.1.27,10.0.0.1,60973,67,Normal
2025-08-26 20:08:55.753234,0.13316780172486975,6,dhcp,SF,868.3939115857659,7.029961688819182,3,3,5,1,203.0.113.44,192.168.1.13,56994,22,Normal
2025-08-26 20:08:58.753234,0.0369450313813349,1,http,REJ,155693.57762343335,4243.4741930831915,7,6,6,4,192.168.1.5,10.0.0.8,1728,443,Normal
2025-08-26 20:08:59.753234,0.5965588714974668,6,http,SF,9.824215040688212,62.12835573016532,4,3,6,1,203.0.113.13,192.168.1.43,14761,21,Normal
2025-08-26 20:09:14.753234,0.29289035751371223,6,ftp,SF,2946.4559956708713,36.68771694214161,3,5,9,4,192.168.1.11,10.0.0.2,44588,25,Normal
2025-08-26 20:09:23.753234,0.12054564037539028,6,ssh,S0,41.05919999068305,266.2112166487637,5,5,10,4,192.168.1.7,10.0.0.11,9436,443,Normal
2025-08-26 20:09:24.753234,0.019700419741434865,6,dhcp,SF,44.68670081403999,5.416242257544098,5,2,6,5,192.168.1.41,10.0.0.7,64111,53,Normal
2025-08-26 20:09:26.753234,0.11174650512310612,6,smtp,SF,197.5495132223553,70.21017874041132,5,1,11,4,192.168.1.35,10.0.0.13,2374,53,Normal
2025-08-26 20:09:27.753234,0.1179942639552394,6,dhcp,SF,168.04304131003363,150.53697143608042,2,2,7,5,203.0.113.16,192.168.1.15,19380,443,Normal
2025-08-26 20:09:29.753234,0.39236273518732223,17,ssh,RSTO,1811.0703086647818,21.244529926567672,2,2,18,7,192.168.1.23,10.0.0.11,13325,80,Normal
2025-08-26 20:09:30.753234,0.304466807677806,6,ssh,SF,7.837846108684505,14.700079650146913,9,2,14,5,192.168.1.26,10.0.0.11,43244,53,Malware
2025-08-26 20:09:31.753234,0.6546755737204544,17,https,RSTO,0.3859341723929702,69.80176624213877,5,3,16,2,192.168.1.14,10.0.0.15,21431,25,Normal
2025-08-26 20:09:44.753234,0.19171984001289294,6,ftp,S0,7098.589469622996,55.62437880597347,6,3,12,3,192.168.1.43,10.0.0.9,44559,22,Normal
2025-08-26 20:09:50.753234,0.03821171808465057,6,ftp,S0,8.330896803422567,52.53659044033777,9,3,8,5,192.168.1.24,10.0.0.2,33502,53,Normal
2025-08-26 20:09:58.753234,0.3747379032949798,6,http,SF,1107.7766504397719,7.4886565292807665,2,1,16,6,192.168.1.14,10.0.0.14,17788,22,Normal
2025-08-26 20:10:35.753234,0.4291178259230592,6,ssh,REJ,2415.1014445077235,7.379010654463404,3,6,4,7,192.168.1.39,10.0.0.16,14986,68,Normal
2025-08-26 20:10:38.753234,0.24716624846574864,17,dhcp,SF,1435.4692998256173,1839.0159319306597,7,4,8,4,203.0.113.14,192.168.1.46,48487,53,Normal
2025-08-26 20:10:45.753234,0.44216699001640936,17,smtp,SF,412.75805060246455,10.795552703582073,4,5,7,6,192.168.1.37,10.0.0.6,14454,80,Normal
2025-08-26 20:10:45.753234,0.2042444194530834,6,https,S0,659.61027899663,98.19124451255989,7,6,5,4,192.168.1.7,10.0.0.11,21129,53,Normal
2025-08-26 20:10:49.753234,0.2219036516331801,6,dhcp,S3,52.18524945689787,106.87156546302822,5,5,11,5,203.0.113.90,192.168.1.25,21041,67,Normal
2025-08-26 20:10:49.753234,0.1673442581725282,17,ftp,SF,3.226194668243614,56.833812208678864,5,1,16,3,192.168.1.45,10.0.0.5,9524,80,Normal
2025-08-26 20:11:03.753234,0.007724332197034119,6,http,SF,74.06071064524987,107.10444550283955,6,5,19,6,192.168.1.41,10.0.0.11,7870,25,Normal
2025-08-26 20:11:06.753234,0.03425023055755975,6,smtp,S1,50.036570245006864,72.77922138027542,6,4,11,8,203.0.113.86,192.168.1.31,3867,22,Normal
2025-08-26 20:11:16.753234,0.009580104387916146,1,ssh,SH,22.439764331771997,64.68562395639661,6,4,7,8,192.168.1.2,10.0.0.19,27982,80,Normal
2025-08-26 20:11:50.753234,0.3035188652782648,6,dhcp,SF,163.8760272176127,1220.3514779219568,5,5,4,6,192.168.1.33,10.0.0.8,24697,68,Normal
2025-08-26 20:11:56.753234,0.11321901263852995,1,smtp,SF,3.007920490102685,22.04955327533657,4,4,18,7,192.168.1.46,10.0.0.1,5371,22,Normal
2025-08-26 20:12:08.753234,0.21313115314025702,6,ftp,SF,1824.1681045631576,41.63310879682894,7,5,3,5,192.168.1.40,10.0.0.4,58092,68,Normal
2025-08-26 20:12:14.753234,0.7143796589537926,17,https,RSTO,129.1233999591385,921.0641355440001,7,7,13,3,192.168.1.48,10.0.0.14,3972,443,Normal
2025-08-26 20:12:15.753234,0.08602164689498949,6,dhcp,SF,55.249115816884945,45.58596626420399,5,3,17,2,192.168.1.40,10.0.0.3,53766,22,Normal
2025-08-26 20:12:18.753234,0.15848459246480176,6,ssh,RSTO,79.91390417267736,60.545158667342456,11,4,17,6,192.168.1.24,10.0.0.16,2387,67,Normal
2025-08-26 20:12:27.753234,0.422624744261575,6,https,S2,108.5398614809213,44.40228164156659,6,1,9,6,192.168.1.10,10.0.0.13,20306,21,Normal
2025-08-26 20:12:39.753234,0.0779415470752182,6,dns,S3,18.678802850832987,1207.6125868193028,5,2,6,9,192.168.1.3,10.0.0.8,56300,21,Normal
2025-08-26 20:12:42.753234,0.024031283565052908,6,smtp,SH,18.54293679779323,876.6096008367614,4,5,11,3,203.0.113.77,192.168.1.29,26917,25,Normal
2025-08-26 20:12:44.753234,0.10264209116611712,6,smtp,SF,10.855713587352009,13.847128301852688,5,1,9,3,192.168.1.22,10.0.0.5,1151,80,Normal
2025-08-26 20:12:47.753234,0.05274250755001885,6,http,SF,8.68309697286736,2507.4593742866896,3,2,5,3,192.168.1.42,10.0.0.2,5325,22,Normal
2025-08-26 20:12:54.753234,0.7964850257641874,17,ssh,S0,26.785338878292677,1.9533222933125094,3,1,6,3,192.168.1.27,10.0.0.10,1809,21,Normal
2025-08-26 20:12:58.753234,0.4952661241453708,6,smtp,SF,110.53375559158566,5.205480020327463,2,1,12,7,192.168.1.15,10.0.0.11,42246,68,Normal
2025-08-26 20:13:13.753234,0.3010482571561593,6,ftp,SF,1342.2862651797182,6.251070272843111,8,4,15,8,192.168.1.14,10.0.0.18,20179,443,Normal
2025-08-26 20:13:15.753234,0.6154559191562439,6,dns,SF,6.342651355286022,16.359339245909812,5,2,11,5,192.168.1.43,10.0.0.8,8267,21,Normal
2025-08-26 20:13:26.753234,0.4883906822221669,6,ftp,S1,925.9154689618692,62.55126025088275,6,4,8,6,203.0.113.90,192.168.1.47,14083,22,WebAttack
2025-08-26 20:13:28.753234,0.06194864290759172,6,https,SH,5.948269489179521,17.393949580923664,2,1,10,7,192.168.1.25,10.0.0.17,9016,67,Normal
2025-08-26 20:13:32.753234,0.6692440215706683,6,dns,SF,179.98802154021485,13.211276233446748,5,3,15,7,192.168.1.29,10.0.0.1,16386,68,Normal
2025-08-26 20:13:33.753234,0.2325299705898516,17,dns,SF,7.141082540695484,373.85269415613953,6,0,12,3,192.168.1.32,10.0.0.3,23059,22,Normal
2025-08-26 20:13:33.753234,0.4942044873910698,6,ftp,SF,11.831994352620894,71.61259663362173,6,5,8,2,203.0.113.7,192.168.1.41,25035,68,Normal
2025-08-26 20:13:41.753234,0.6792727947858693,6,smtp,SH,279.3852816614102,643.3839688615335,6,4,6,5,203.0.113.27,192.168.1.9,22910,21,Normal
2025-08-26 20:14:16.753234,0.11481921492549553,17,ftp,SF,273.05972063771986,831.7895645578224,7,1,14,4,192.168.1.38,10.0.0.18,63941,21,Normal
2025-08-26 20:14:29.753234,0.03497764803715525,17,ssh,S3,663.7752579104258,179.70937570614902,8,2,13,3,203.0.113.27,192.168.1.16,49861,22,Normal
2025-08-26 20:14:33.753234,0.0776060238418144,6,https,RSTO,23.030880595596688,526.221839011182,7,3,10,3,192.168.1.28,10.0.0.15,30856,67,Normal
2025-08-26 20:15:00.753234,0.1671173078245843,17,dhcp,S3,1089.3647504120638,89.46022737234048,3,2,5,10,192.168.1.47,10.0.0.7,38459,22,Normal
2025-08-26 20:15:01.753234,0.5111489179916835,6,dns,REJ,3383.4135217336598,10.817542401222129,4,3,10,6,192.168.1.12,10.0.0.8,20911,68,WebAttack
2025-08-26 20:15:17.753234,0.59140349156395,17,ssh,SH,236.5816744656731,7.755225455421179,5,6,14,6,192.168.1.37,10.0.0.15,9750,68,Normal
2025-08-26 20:15:20.753234,0.002092922754495194,6,smtp,RSTR,4.164150823236762,2.6818384072046926,7,9,14,6,203.0.113.26,192.168.1.18,4125,67,Normal
2025-08-26 20:15:22.753234,0.21446284780156671,6,smtp,SF,3.1324746859033574,596.3006250376001,6,6,9,8,203.0.113.62,192.168.1.6,48259,68,Normal
2025-08-26 20:15:23.753234,0.16208199627560138,1,ftp,SF,201.54738831698828,17.426647766411723,160,3,5,3,203.0.113.47,192.168.1.26,31980,25,BruteForce
2025-08-26 20:15:30.753234,0.07535020148274735,6,http,SH,47.25482605687058,0.3441566600461271,4,2,9,2,192.168.1.31,10.0.0.15,50820,67,Normal
2025-08-26 20:15:34.753234,0.03830411746369404,6,dns,SF,20.261413779082154,462.5148756197934,4,5,5,2,192.168.1.40,10.0.0.14,64972,53,Normal
2025-08-26 20:15:41.753234,0.12357257395872973,6,dns,SF,106.24444855079598,145.1637378715272,3,4,5,3,192.168.1.31,10.0.0.1,10640,443,Normal
2025-08-26 20:15:58.753234,0.8589363368073449,6,http,RSTR,72.52517254161422,20.800242451535198,5,3,11,8,192.168.1.28,10.0.0.3,45892,25,Normal
2025-08-26 20:15:59.753234,0.11711514086444232,6,smtp,RSTR,107.7025200828893,20.277347315008388,6,0,7,4,192.168.1.20,10.0.0.18,45651,67,Normal
2025-08-26 20:16:00.753234,0.21943584172804556,6,smtp,SF,25.512800281332414,72.72605499970554,9,4,11,9,192.168.1.47,10.0.0.6,9406,68,Normal
2025-08-26 20:16:10.753234,0.36422609306425646,6,dhcp,SF,7777.693191194056,138.30289223641122,140,7,7,9,192.168.1.30,10.0.0.10,45523,68,BruteForce
2025-08-26 20:16:10.753234,0.1355923496900887,6,dhcp,SF,16.866013359839982,138.432454532567,2,4,10,4,192.168.1.25,10.0.0.18,16229,25,Normal
2025-08-26 20:16:17.753234,1.0703394414875098,6,dns,SF,86.622510755243,30.416140049225895,3,2,5,5,192.168.1.5,10.0.0.11,40135,22,Normal
2025-08-26 20:16:19.753234,0.9846029593624194,6,dhcp,S1,2.500620894559279,10882.270531613845,0,3,11,5,192.168.1.31,10.0.0.7,63944,25,Normal
2025-08-26 20:16:39.753234,0.08701838849766158,6,dhcp,S0,14.688927672548685,927.9460246994282,5,1,11,4,192.168.1.13,10.0.0.1,24442,25,Normal
2025-08-26 20:16:46.753234,0.20629778353915415,1,https,S3,10.99165545728173,894.5769542345214,5,4,6,4,192.168.1.33,10.0.0.12,28762,21,Normal
2025-08-26 20:17:13.753234,0.10737913802371403,6,dns,SF,50.59521647844829,1026.6662045364094,6,3,5,7,192.168.1.27,10.0.0.13,50505,443,Normal
2025-08-26 20:17:29.753234,0.10057490291432451,6,smtp,SF,90.21641130017362,1577.5367516046654,2,4,9,4,203.0.113.48,192.168.1.25,57425,21,Normal
2025-08-26 20:17:35.753234,0.011275343329656759,17,smtp,RSTR,63.836557519971706,344.25798731567846,8,3,8,2,192.168.1.42,10.0.0.19,46404,67,Normal
2025-08-26 20:18:05.753234,0.28214762129477794,17,dhcp,SF,49.69634998763815,154.5803573534775,6,3,9,10,192.168.1.3,10.0.0.4,31449,68,Normal
2025-08-26 20:18:06.753234,0.20955588984889154,6,https,SF,227.8087251400234,183.72511374369623,4,6,8,3,192.168.1.37,10.0.0.6,9574,53,Normal
2025-08-26 20:18:09.753234,0.015855326214117744,17,dhcp,S3,265.58441633168405,9.382144474080924,4,2,12,5,192.168.1.28,10.0.0.9,44076,68,Normal
2025-08-26 20:18:11.753234,0.0979877763031108,6,dhcp,SH,1.2669762245240395,1.6782532057048023,1,2,12,5,192.168.1.49,10.0.0.12,6600,22,Normal
2025-08-26 20:18:13.753234,0.7166582853268021,17,ssh,SF,1230.6223169580912,613.2024930650313,4,1,8,3,192.168.1.32,10.0.0.12,33079,67,Normal
2025-08-26 20:18:26.753234,0.08215816564262311,6,ssh,SF,250.25349529746467,5652.485122354594,6,6,9,1,192.168.1.42,10.0.0.13,25781,67,Normal
2025-08-26 20:18:36.753234,0.046959258295640925,6,https,SF,2.949212517593525,69.65801122482262,6,2,10,3,203.0.113.95,192.168.1.16,53119,25,Normal
2025-08-26 20:19:24.753234,0.20168163284209087,6,https,S3,895.4270824178033,2382.258332741698,3,2,11,11,192.168.1.3,10.0.0.12,52214,80,Normal
2025-08-26 20:19:43.753234,1.2732110947845778,17,ssh,RSTR,1140.7147768835653,3199.2600449673937,6,35,11,7,192.168.1.44,10.0.0.1,6054,39365,PortScan
2025-08-26 20:19:50.753234,0.08314344406791786,6,ssh,SF,2.7812799646098076,52.87160728883669,1,2,11,3,192.168.1.42,10.0.0.5,47605,21,Normal
2025-08-26 20:19:56.753234,0.334546503089188,6,ssh,SF,79.47643382084492,1666.3734103248037,8,2,8,4,192.168.1.30,10.0.0.5,35281,67,Normal
2025-08-26 20:20:01.753234,0.43016628787183886,6,ssh,RSTR,251.52054877012324,526.0856768424633,2,4,10,4,192.168.1.39,10.0.0.19,53501,67,Normal
2025-08-26 20:20:01.753234,0.08139995170074173,1,dns,SF,1260.8871618937512,77.48250546973863,4,5,6,10,203.0.113.21,192.168.1.1,51111,68,Normal
2025-08-26 20:20:07.753234,0.3908246785476948,17,dns,S2,396.5490543370934,429.9106948780211,6,2,15,4,192.168.1.6,10.0.0.13,40339,21,Normal
2025-08-26 20:20:23.753234,0.1375568397792912,6,dhcp,S3,48.12443276212354,262.9837214304712,3,20,10,5,192.168.1.38,10.0.0.3,59431,58963,PortScan
2025-08-26 20:20:29.753234,0.3001511243195314,6,ftp,SH,17.029330690981805,2.9262052408076857,6,4,11,6,192.168.1.13,10.0.0.14,50733,80,Normal
2025-08-26 20:20:52.753234,0.30115134814129146,6,dhcp,REJ,7.712316946319823,21544.69721636982,3,3,12,4,192.168.1.28,10.0.0.9,37678,21,Normal
2025-08-26 20:20:56.753234,0.23021557498570464,6,https,SF,23.185631188123526,17.319025935212807,6,1,11,4,192.168.1.33,10.0.0.18,62689,443,Normal
2025-08-26 20:20:57.753234,0.028388747643486284,1,http,SF,435.0804902326962,219.6263244865854,6,3,12,3,192.168.1.25,10.0.0.19,39169,67,Normal
2025-08-26 20:21:01.753234,0.5410934382738891,6,ftp,REJ,936.313561372701,5818.896698984446,4,4,13,2,192.168.1.27,10.0.0.3,37351,443,Normal
